Selection	Begin Time (s)	End Time (s)
1937	29428.658250	29429.856750
1938	29458.569750	29459.589750
1939	29460.278250	29461.859250
1940	29469.866250	29471.523750
1941	29475.552750	29476.725750
1942	29481.264750	29482.335750
1943	29495.621250	29497.227750
1944	29508.116250	29510.003250
1945	29511.405750	29512.553250
1946	29515.128750	29516.199750
1947	29524.793250	29527.190250
1948	29548.253250	29549.298750
1949	29579.286750	29580.306750
1950	29619.959250	29621.106750
1951	29629.215750	29631.459750
1952	29639.670750	29640.945750
1953	29671.112250	29673.177750
1954	29709.540750	29710.739250
1955	29740.574250	29741.900250
1956	29768.904750	29769.950250
1957	29773.851750	29775.407250
1958	29789.738250	29791.319250
1959	29791.803750	29794.991250
1960	29850.045750	29851.473750
1961	29885.082750	29886.102750
1962	29888.831250	29890.106250
1963	29905.125750	29906.375250
1964	29945.390250	29947.659750
1965	29951.790750	29952.963750
1966	30008.910750	30010.109250
1967	30034.487250	30038.643750
1968	30050.093250	30052.235250
1969	30067.356750	30068.376750
1970	30073.043250	30074.624250
1971	30104.076750	30106.601250
1972	30111.446250	30112.823250
1973	30117.821250	30120.396750
1974	30121.926750	30123.023250
1975	30130.188750	30132.636750
1976	30148.472250	30149.543250
1977	30171.728250	30174.456750
1978	30184.427250	30186.135750
1979	30217.781250	30219.081750
1980	30225.890250	30227.063250
1981	30233.667750	30234.738750
1982	30239.685750	30240.731250
1983	30263.859750	30265.185750
1984	30265.517250	30266.741250
1985	30288.441750	30291.246750
1986	30305.577750	30306.623250
1987	30328.272750	30329.726250
1988	30330.822750	30332.072250
1989	30354.512250	30355.583250
1990	30360.275250	30361.295250
1991	30376.518750	30377.819250
1992	30397.301250	30398.678250
1993	30402.656250	30405.231750
1994	30435.933750	30437.565750
1995	30437.820750	30439.350750
1996	30439.605750	30441.059250
1997	30450.902250	30452.738250
1998	30467.171250	30468.650250
1999	30480.354750	30481.655250
2000	30492.135750	30493.155750
2001	30531.839250	30533.012250
2002	30561.852750	30563.892750
2003	30566.493750	30570.573750
2004	30584.216250	30585.516750
2005	30585.822750	30589.265250
2006	30625.169250	30628.713750
2007	30642.279750	30643.860750
2008	30661.098750	30662.144250
2009	30665.051250	30669.233250
2010	30708.171750	30711.078750
2011	30743.412750	30744.789750
2012	30747.543750	30748.614750
2013	30767.255250	30768.887250
2014	30803.210250	30804.765750
2015	30822.896250	30823.992750
2016	30865.863750	30867.393750
2017	30868.311750	30869.382750
2018	30913.931250	30915.690750
2019	30934.331250	30936.116250
2020	30967.277250	30968.322750
2021	30987.855750	30989.207250
2022	31006.547250	31007.694750
2023	31029.981750	31031.664750
2024	31032.302250	31034.546250
2025	31048.163250	31049.310750
2026	31054.436250	31055.558250
2027	31070.475750	31071.852750
2028	31115.916750	31118.211750
2029	31126.677750	31128.207750
2030	31133.715750	31134.735750
2031	31142.156250	31143.303750
2032	31168.217250	31169.517750
2033	31228.346250	31229.646750
2034	31252.188750	31253.820750
2035	31287.735750	31289.546250
2036	31319.534250	31321.268250
2037	31352.913750	31354.010250
2038	31356.203250	31357.886250
2039	31375.175250	31376.781750
2040	31415.261250	31416.281250
2041	31442.469750	31447.289250
2042	31449.507750	31450.680750
2043	31452.669750	31453.791750
2044	31492.475250	31493.877750
2045	31552.043250	31553.241750
2046	31582.745250	31584.198750
2047	31599.575250	31600.620750
2048	31625.100750	31626.146250
2049	31677.350250	31679.747250
2050	31705.094250	31706.573250
2051	31711.494750	31712.540250
2052	31713.636750	31715.268750
2053	31739.315250	31740.437250
2054	31747.271250	31748.418750
2055	31757.879250	31759.052250
2056	31766.217750	31767.416250
2057	31769.099250	31770.629250
2058	31784.016750	31785.036750
2059	31823.822250	31824.867750
2060	31832.543250	31835.730750
2061	31847.741250	31849.704750
2062	31850.265750	31851.362250
2063	31868.906250	31870.257750
2064	31870.818750	31871.864250
2065	31942.167750	31945.151250
2066	31962.924750	31964.148750
2067	32004.744750	32005.815750
2068	32084.330250	32086.293750
2069	32089.302750	32090.577750
2070	32104.016250	32105.138250
2071	32129.669250	32131.250250
2072	32154.761250	32156.010750
2073	32177.660250	32178.756750
2074	32192.679750	32193.980250
2075	32223.432750	32224.911750
2076	32259.183750	32261.402250
2077	32280.425250	32282.669250
2078	32283.000750	32284.403250
2079	32329.359750	32330.583750
2080	32331.297750	32332.394250
2081	32351.901750	32353.355250
2082	32365.952250	32366.997750
2083	32367.150750	32368.400250
2084	32401.524750	32403.386250
2085	32426.259750	32428.019250
2086	32440.437750	32442.146250
2087	32447.628750	32448.929250
2088	32479.248750	32480.957250
2089	32485.980750	32487.179250
2090	32514.107250	32515.152750
2091	32525.250750	32526.908250
2092	32565.948750	32567.657250
2093	32573.114250	32575.001250
2094	32607.743250	32609.349750
2095	32647.574250	32648.849250
2096	32649.231750	32651.169750
2097	32664.072750	32665.526250
2098	32679.576750	32683.044750
2099	32689.139250	32690.235750
2100	32692.862250	32695.182750
2101	32695.896750	32696.916750
2102	32702.322750	32703.521250
2103	32709.003750	32710.100250
2104	32713.797750	32715.225750
2105	32735.472750	32736.722250
2106	32738.991750	32741.873250
2107	32748.401250	32751.257250
2108	32752.685250	32754.189750
2109	32754.827250	32756.127750
2110	32771.453250	32772.753750
2111	32773.646250	32776.400250
2112	32776.706250	32778.440250
2113	32779.485750	32780.735250
2114	32808.122250	32809.320750
2115	32847.749250	32848.820250
2116	32859.249750	32860.371750
2117	32892.195750	32893.878750
2118	32901.375750	32902.854750
2119	32905.430250	32907.291750
2120	32908.286250	32909.892750
2121	32929.604250	32930.930250
2122	32956.481250	32957.628750
2123	32969.664750	32971.373250
2124	32995.088250	32996.184750
2125	33006.104250	33007.659750
2126	33023.061750	33024.464250
2127	33028.136250	33029.411250
2128	33090.305250	33091.325250
2129	33174.684750	33175.730250
2130	33179.198250	33181.569750
2131	33184.553250	33186.083250
2132	33195.288750	33198.782250
2133	33238.587750	33240.474750
2134	33244.529250	33246.671250
2135	33280.994250	33282.090750
2136	33301.547250	33302.592750
2137	33311.211750	33313.302750
2138	33330.030750	33331.280250
2139	33334.212750	33335.411250
2140	33337.757250	33338.879250
2141	33344.132250	33347.778750
2142	33363.716250	33365.067750
2143	33373.100250	33375.216750
2144	33386.411250	33388.451250
2145	33494.352750	33496.035750
2146	33513.911250	33515.160750
2147	33532.653750	33534.464250
2148	33545.837250	33547.163250
2149	33569.348250	33570.954750
2150	33701.718750	33702.815250
2151	33726.683250	33727.830750
2152	33736.245750	33738.770250
2153	33757.589250	33759.017250
2154	33763.352250	33764.754750
2155	33775.056750	33776.102250
2156	33801.729750	33803.055750
2157	33835.466250	33836.537250
2158	33882.284250	33883.406250
2159	33925.991250	33927.215250
2160	33927.597750	33929.739750
2161	33964.955250	33966.765750
2162	33990.812250	33992.622750
2163	34026.053250	34027.455750
2164	34091.715750	34094.163750
2165	34127.976750	34129.200750
2166	34195.373250	34197.209250
2167	34235.765250	34238.264250
2168	34253.717250	34257.108750
2169	34279.013250	34280.262750
2170	34303.697250	34304.717250
2171	34319.379750	34322.108250
2172	34340.340750	34342.635750
2173	34357.400250	34360.919250
2174	34379.381250	34382.568750
2175	34386.062250	34387.643250
2176	34389.071250	34390.218750
2177	34459.527750	34460.879250
2178	34471.053750	34472.481750
2179	34506.804750	34508.232750
2180	34520.676750	34522.028250
2181	34542.708750	34543.856250
2182	34569.075750	34570.299750
2183	34603.271250	34605.209250
2184	34619.693250	34624.818750
2185	34660.263750	34661.360250
2186	34689.716250	34690.812750
2187	34708.050750	34709.198250
2188	34723.784250	34725.900750
2189	34727.022750	34728.578250
2190	34825.784250	34827.212250
2191	34830.374250	34832.184750
2192	34842.690750	34843.991250
2193	34869.006750	34870.281750
2194	34870.587750	34872.015750
2195	34907.511750	34908.786750
2196	34920.491250	34922.480250
2197	34938.468750	34939.565250
2198	34940.024250	34943.211750
2199	34959.684750	34962.438750
2200	34975.724250	34977.764250
2201	35016.014250	35018.181750
2202	35043.095250	35045.772750
2203	35073.083250	35074.205250
2204	35086.496250	35088.408750
2205	35141.831250	35143.208250
2206	35155.728750	35157.309750
2207	35181.356250	35183.855250
2208	35225.420250	35227.664250
2209	35245.947750	35247.758250
2210	35278.562250	35279.607750
2211	35291.720250	35292.765750
2212	35296.616250	35298.452250
2213	35298.885750	35301.027750
2214	35302.455750	35303.501250
2215	35320.917750	35322.855750
2216	35324.819250	35325.915750
2217	35426.997750	35428.221750
2218	35436.279750	35437.452750
2219	35464.023750	35465.426250
2220	35510.229750	35512.448250
2221	35529.609750	35530.757250
2222	35592.543750	35593.716750
2223	35603.865750	35605.880250
2224	35648.949750	35649.995250
2225	35651.474250	35652.927750
2226	35692.860750	35694.110250
2227	35755.437750	35756.585250
2228	35757.783750	35759.262750
2229	35769.233250	35770.967250
2230	35776.347750	35777.852250
2231	35836.502250	35837.853750
2232	35841.653250	35842.724250
2233	35885.564250	35886.813750
2234	35899.920750	35901.221250
2235	35986.518750	35989.808250
2236	36027.216750	36028.823250
2237	36048.177750	36050.549250
2238	36070.796250	36073.116750
2239	36116.084250	36117.129750
2240	36159.408750	36161.091750
2241	36230.885250	36232.083750
2242	36263.729250	36264.774750
2243	36321.690750	36323.654250
2244	36336.965250	36339.209250
2245	36352.724250	36359.252250
2246	36403.749750	36405.942750
2247	36419.789250	36421.472250
2248	36436.976250	36438.404250
2249	36443.274750	36444.906750
2250	36461.762250	36462.782250
2251	36463.394250	36465.689250
2252	36482.519250	36485.502750
2253	36498.303750	36499.655250
2254	36500.624250	36504.245250
2255	36678.512250	36680.093250
2256	36731.297250	36732.623250
2257	36746.418750	36747.617250
2258	36790.406250	36792.446250
2259	36792.930750	36794.154750
2260	36874.683750	36876.315750
2261	36897.888750	36899.214750
2262	36910.511250	36912.882750
2263	36953.861250	36955.161750
2264	36981.834750	36982.905750
2265	37003.790250	37004.835750
2266	37013.837250	37015.239750
2267	37033.013250	37035.461250
2268	37045.890750	37047.803250
2269	37049.817750	37051.067250
2270	37058.589750	37059.788250
2271	37101.888750	37103.775750
2272	37128.102750	37129.122750
2273	37130.142750	37131.315750
2274	37160.793750	37161.966750
2275	37212.405750	37213.731750
2276	37214.088750	37216.613250
2277	37233.009750	37234.080750
2278	37266.338250	37267.511250
2279	37304.664750	37307.546250
2280	37329.603750	37330.649250
2281	37373.973750	37375.452750
2282	37395.597750	37398.989250
2283	37412.529750	37414.901250
2284	37516.595250	37518.303750
2285	37585.011750	37586.159250
2286	37641.111750	37642.463250
2287	37654.830750	37656.590250
2288	37694.610750	37695.834750
2289	37733.115750	37735.895250
2290	37750.889250	37751.960250
2291	37752.470250	37754.153250
2292	37795.004250	37796.967750
2293	37889.532750	37890.603750
2294	37891.776750	37893.740250
2295	37963.533750	37965.242250
2296	37976.513250	37977.711750
2297	38018.766750	38019.990750
2298	38026.850250	38028.278250
2299	38043.195750	38044.547250
2300	38046.485250	38048.958750
2301	38064.590250	38065.635750
2302	38095.878750	38098.454250
2303	38130.660750	38135.760750
2304	38161.898250	38163.173250
2305	38200.479750	38202.596250
2306	38225.138250	38228.147250
2307	38241.636750	38242.937250
2308	38280.269250	38282.997750
2309	38292.381750	38293.452750
2310	38296.308750	38299.980750
2311	38358.681750	38362.047750
2312	38363.067750	38364.393750
2313	38397.263250	38398.334250
2314	38399.889750	38400.935250
2315	38429.979750	38433.345750
2316	38444.540250	38445.840750
2317	38484.626250	38485.748250
2318	38498.039250	38499.314250
2319	38531.775750	38533.535250
2320	38533.790250	38536.034250
2321	38551.640250	38553.042750
2322	38555.567250	38557.938750
2323	38572.626750	38574.003750
2324	38595.602250	38598.254250
2325	38633.265750	38634.336750
2326	38652.314250	38654.354250
2327	38655.450750	38656.547250
2328	38689.569750	38691.099750
2329	38725.754250	38726.927250
2330	38730.038250	38731.058250
2331	38743.757250	38746.230750
2332	38768.798250	38770.481250
2333	38822.424750	38823.597750
2334	38865.137250	38866.157250
2335	38946.227250	38948.292750
2336	38971.370250	38972.645250
2337	38983.431750	38984.681250
2338	38985.701250	38987.537250
2339	39005.897250	39007.044750
2340	39044.249250	39045.345750
2341	39067.734750	39068.831250
2342	39121.743750	39122.763750
2343	39150.482250	39152.955750
2344	39207.270750	39208.673250
2345	39248.402250	39250.416750
2346	39271.046250	39274.004250
2347	39275.049750	39276.095250
2348	39289.737750	39290.910750
2349	39297.540750	39299.019750
2350	39309.959250	39312.968250
2351	39363.789750	39365.090250
2352	39367.053750	39368.634750
2353	39408.695250	39410.658750
2354	39470.660250	39471.705750
2355	39483.180750	39484.302750
2356	39486.062250	39487.133250
2357	39501.923250	39503.988750
2358	39519.696750	39521.609250
2359	39549.251250	39550.704750
2360	39573.323250	39574.598250
2361	39607.136250	39609.329250
2362	39625.776750	39627.510750
2363	39647.043750	39648.318750
2364	39648.701250	39649.797750
2365	39650.078250	39652.755750
2366	39672.416250	39675.654750
2367	39688.736250	39690.572250
2368	39691.005750	39692.102250
2369	39692.765250	39693.810750
2370	39708.575250	39710.462250
2371	39737.517750	39739.557750
2372	39753.098250	39754.245750
2373	39792.368250	39793.388250
2374	39799.100250	39800.426250
2375	39802.338750	39803.664750
2376	39843.954750	39846.198750
2377	39863.640750	39865.298250
2378	39882.638250	39884.346750
2379	39884.729250	39889.880250
2380	39901.814250	39906.990750
2381	39976.580250	39979.410750
2382	39991.982250	39993.512250
2383	40036.785750	40038.341250
2384	40092.554250	40093.727250
2385	40112.928750	40114.331250
2386	40131.237750	40132.793250
2387	40149.648750	40150.847250
2388	40179.534750	40180.682250
2389	40181.523750	40183.665750
2390	40185.552750	40186.904250
2391	40218.294750	40220.666250
2392	40236.578250	40238.031750
2393	40266.413250	40268.172750
2394	40288.572750	40289.924250
2395	40291.607250	40292.652750
2396	40304.076750	40306.065750
2397	40306.779750	40307.901750
2398	40327.893750	40329.602250
2399	40338.629250	40339.802250
2400	40359.513750	40360.737750
2401	40373.691750	40376.267250
2402	40376.802750	40378.281750
2403	40389.654750	40391.873250
2404	40395.545250	40397.049750
2405	40398.605250	40401.716250
2406	40435.503750	40439.022750
2407	40441.598250	40442.873250
2408	40468.373250	40470.336750
2409	40471.331250	40472.682750
2410	40485.024750	40486.172250
2411	40486.503750	40489.206750
2412	40504.506750	40507.005750
2413	40507.847250	40509.581250
2414	40522.178250	40526.232750
2415	40526.793750	40528.757250
2416	40543.292250	40544.337750
2417	40545.663750	40547.270250
2418	40547.831250	40549.922250
2419	40559.892750	40561.167750
2420	40561.626750	40562.672250
2421	40563.284250	40564.431750
2422	40582.689750	40583.709750
2423	40592.150250	40593.552750
2424	40594.037250	40595.057250
2425	40623.974250	40627.697250
2426	40650.570750	40651.718250
2427	40669.797750	40670.817750
2428	40686.729750	40687.749750
2429	40688.208750	40690.019250
2430	40707.563250	40709.042250
2431	40721.052750	40722.633750
2432	40736.352750	40738.035750
2433	40758.894750	40760.348250
2434	40772.180250	40775.367750
2435	40777.305750	40778.861250
2436	40793.396250	40794.747750
2437	40844.141250	40845.696750
2438	40862.832750	40864.031250
2439	40881.524250	40882.569750
2440	40892.132250	40893.381750
2441	40897.767750	40899.119250
2442	40941.525750	40942.724250
2443	40942.826250	40944.942750
2444	40988.420250	40990.485750
2445	41006.372250	41011.548750
2446	41012.007750	41014.940250
2447	41030.036250	41034.192750
2448	41047.223250	41048.753250
2449	41064.945750	41068.286250
2450	41068.796250	41071.218750
2451	41078.894250	41082.132750
2452	41083.815750	41086.161750
2453	41089.247250	41091.516750
2454	41102.201250	41103.425250
2455	41119.592250	41120.994750
2456	41131.985250	41133.234750
2457	41140.986750	41142.236250
2458	41151.390750	41152.563750
2459	41156.745750	41158.428750
2460	41180.256750	41181.710250
2461	41182.322250	41184.719250
2462	41199.432750	41205.221250
2463	41218.991250	41221.286250
2464	41268.333750	41269.965750
2465	41282.970750	41284.602750
2466	41286.464250	41288.963250
2467	41291.436750	41292.711750
2468	41305.589250	41307.374250
2469	41309.133750	41311.275750
2470	41323.719750	41324.739750
2471	41348.633250	41349.831750
2472	41363.346750	41367.171750
2473	41369.135250	41370.741750
2474	41371.379250	41373.495750
2475	41390.606250	41392.187250
2476	41392.467750	41393.895750
2477	41394.201750	41395.833750
2478	41409.756750	41411.031750
2479	41411.541750	41413.148250
2480	41416.284750	41417.355750
2481	41425.719750	41426.892750
2482	41427.708750	41430.845250
2483	41449.103250	41451.372750
2484	41453.744250	41454.764250
2485	41495.105250	41498.649750
2486	41499.236250	41500.434750
2487	41514.867750	41517.902250
2488	41530.193250	41534.400750
2489	41546.130750	41547.737250
2490	41550.542250	41552.046750
2491	41566.224750	41570.661750
2492	41583.131250	41589.633750
2493	41601.440250	41604.755250
2494	41625.410250	41630.943750
2495	41644.178250	41650.221750
2496	41651.394750	41652.465750
2497	41663.966250	41669.142750
2498	41685.921750	41688.267750
2499	41688.905250	41690.639250
2500	41709.126750	41711.753250
2501	41712.008250	41713.053750
2502	41727.078750	41728.787250
2503	41729.118750	41730.419250
2504	41748.116250	41749.238250
2505	41749.773750	41751.227250
2506	41764.716750	41766.807750
2507	41769.408750	41771.142750
2508	41778.512250	41780.246250
2509	41790.879750	41792.078250
2510	41820.077250	41821.352250
2511	41838.182250	41839.737750
2512	41842.797750	41843.868750
2513	41859.704250	41862.432750
2514	41881.965750	41885.739750
2515	41886.351750	41888.213250
2516	41901.090750	41902.161750
2517	41924.550750	41925.851250
2518	41946.735750	41949.413250
2519	41949.744750	41951.198250
2520	41995.236750	41996.945250
2521	41999.240250	42001.739250
2522	42016.835250	42018.314250
2523	42033.665250	42034.685250
2524	42034.710750	42036.648750
2525	42038.204250	42039.759750
2526	42075.485250	42076.836750
2527	42080.636250	42087.189750
2528	42100.602750	42101.928750
2529	42102.515250	42103.892250
2530	42104.580750	42105.677250
2531	42123.629250	42127.097250
2532	42147.063750	42148.338750
2533	42164.684250	42165.908250
2534	42168.381750	42171.339750
2535	42211.068750	42212.930250
2536	42228.791250	42230.346750
2537	42249.267750	42250.517250
2538	42250.874250	42252.378750
2539	42253.934250	42254.954250
2540	42291.087750	42292.388250
2541	42298.712250	42300.471750
2542	42339.588750	42342.368250
2543	42355.934250	42357.107250
2544	42360.447750	42362.691750
2545	42373.809750	42375.008250
2546	42375.798750	42380.363250
2547	42416.751750	42417.822750
2548	42444.036750	42446.306250
2549	42464.258250	42466.349250
2550	42508.806750	42510.285750
2551	42529.232250	42530.711250
2552	42566.972250	42568.833750
2553	42569.165250	42570.236250
2554	42598.592250	42600.453750
2555	42614.223750	42615.600750
2556	42636.842250	42637.887750
2557	42656.349750	42657.369750
2558	42676.239750	42678.050250
2559	42678.789750	42681.059250
2560	42701.051250	42702.887250
2561	42736.623750	42738.357750
2562	42755.493750	42756.692250
2563	42773.318250	42774.567750
2564	42779.795250	42780.993750
2565	42811.491750	42813.021750
2566	42817.790250	42819.218250
2567	42856.652250	42858.054750
2568	42886.206750	42887.277750
2569	42905.433750	42910.100250
2570	42923.487750	42925.094250
2571	42945.698250	42948.324750
2572	42981.296250	42982.749750
2573	43000.931250	43003.430250
2574	43004.348250	43006.133250
2575	43018.092750	43019.852250
2576	43020.183750	43021.382250
2577	43022.631750	43023.957750
2578	43038.926250	43043.516250
2579	43061.417250	43063.865250
2580	43079.675250	43081.460250
2581	43081.715250	43082.786250
2582	43106.501250	43108.209750
2583	43123.509750	43125.116250
2584	43144.011750	43145.465250
2585	43168.899750	43170.812250
2586	43194.782250	43196.235750
2587	43210.949250	43212.275250
2588	43243.538250	43244.915250
2589	43359.206250	43361.909250
2590	43410.206250	43411.277250
2591	43425.837750	43427.291250
2592	43443.687750	43445.574750
2593	43449.782250	43451.210250
2594	43470.029250	43471.482750
2595	43502.822250	43504.428750
2596	43530.234750	43531.815750
2597	43533.957750	43535.283750
2598	43550.915250	43552.011750
2599	43552.751250	43554.179250
2600	43571.060250	43572.539250
2601	43573.278750	43574.451750
2602	43599.951750	43601.660250
2603	43618.362750	43619.841750
2604	43620.096750	43621.193250
2605	43635.804750	43637.946750
2606	43638.227250	43639.833750
2607	43653.297750	43659.723750
2608	43674.360750	43676.604750
2609	43693.995750	43695.117750
2610	43703.481750	43704.552750
2611	43720.235250	43722.555750
2612	43738.620750	43739.691750
2613	43768.863750	43770.011250
2614	43785.693750	43786.790250
2615	43787.784750	43789.340250
2616	43816.599750	43818.741750
2617	43835.928750	43837.025250
2618	43837.433250	43838.555250
2619	43874.331750	43875.530250
2620	43990.994250	43992.269250
2621	43993.493250	43995.992250
2622	44023.506750	44027.178750
2623	44075.807250	44076.929250
2624	44096.283750	44098.349250
2625	44158.733250	44160.161250
2626	44214.425250	44216.669250
2627	44232.810750	44235.029250
2628	44256.780750	44258.540250
2629	44276.364750	44277.792750
2630	44362.529250	44364.365250
2631	44373.519750	44375.049750
2632	44390.196750	44391.522750
2633	44392.007250	44393.868750
2634	44412.152250	44413.605750
2635	44434.668750	44435.994750
2636	44454.201750	44455.298250
2637	44494.134750	44495.205750
2638	44495.460750	44496.863250
2639	44497.245750	44499.336750
2640	44514.509250	44516.166750
2641	44568.288750	44569.818750
2642	44610.185250	44612.225250
2643	44612.480250	44614.877250
2644	44629.284750	44631.758250
2645	44632.115250	44635.659750
2646	44671.997250	44673.042750
2647	44691.428250	44692.473750
2648	44723.864250	44724.909750
2649	44819.030250	44820.203250
2650	44821.172250	44825.099250
2651	44957.342250	44960.249250
2652	45024.840750	45025.911750
2653	45028.079250	45029.889750
2654	45046.311750	45048.147750
2655	45057.404250	45058.883250
2656	45082.598250	45084.638250
2657	45099.453750	45100.856250
2658	45103.125750	45104.528250
2659	45112.662750	45113.708250
2660	45119.292750	45120.389250
2661	45153.054750	45157.568250
2662	45158.868750	45159.965250
2663	45194.747250	45196.634250
2664	45208.644750	45210.582750
2665	45212.724750	45213.770250
2666	45215.657250	45217.416750
2667	45230.753250	45233.303250
2668	45235.190250	45236.439750
2669	45249.623250	45251.510250
2670	45263.316750	45267.830250
2671	45278.769750	45279.917250
2672	45282.237750	45283.308750
2673	45294.758250	45296.058750
2674	45297.537750	45299.016750
2675	45317.478750	45318.830250
2676	45319.187250	45324.950250
2677	45338.924250	45340.352250
2678	45362.129250	45363.863250
2679	45426.567750	45427.715250
2680	45429.500250	45434.982750
2681	45478.434750	45479.633250
2682	45484.172250	45486.824250
2683	45490.623750	45493.862250
2684	45495.264750	45497.534250
2685	45511.202250	45512.859750
2686	45528.644250	45529.919250
2687	45534.024750	45535.274250
2688	45539.634750	45540.909750
2689	45543.459750	45545.015250
2690	45552.410250	45553.914750
2691	45559.014750	45560.468250
2692	45565.287750	45566.384250
2693	45595.811250	45598.208250
2694	45622.050750	45625.110750
2695	45638.855250	45640.206750
2696	45701.432250	45703.574250
2697	45714.896250	45716.375250
2698	45782.318250	45783.516750
2699	45788.540250	45789.585750
2700	45813.122250	45814.320750
2701	45856.166250	45858.002250
2702	45867.513750	45869.120250
2703	45890.744250	45892.223250
2704	45924.353250	45925.449750
2705	45962.067750	45963.521250
2706	45984.584250	45985.604250
2707	45985.884750	45988.077750
2708	46016.306250	46017.581250
2709	46026.582750	46028.342250
2710	46052.694750	46053.791250
2711	46065.725250	46066.974750
2712	46076.868750	46078.245750
2713	46090.995750	46092.066750
2714	46099.869750	46101.272250
2715	46121.340750	46124.069250
2716	46148.345250	46149.365250
2717	46159.998750	46161.350250
2718	46213.650750	46219.898250
2719	46241.139750	46242.338250
2720	46247.667750	46249.248750
2721	46258.607250	46259.729250
2722	46281.021750	46282.118250
2723	46290.252750	46291.323750
2724	46299.381750	46300.401750
2725	46303.436250	46304.634750
2726	46321.337250	46322.408250
2727	46342.502250	46343.547750
2728	46346.378250	46347.398250
2729	46374.912750	46376.085750
2730	46377.462750	46380.165750
2731	46395.032250	46396.562250
2732	46406.915250	46408.419750
2733	46416.936750	46418.517750
2734	46436.087250	46437.821250
2735	46442.589750	46443.992250
2736	46448.837250	46451.463750
2737	46454.855250	46456.206750
2738	46461.663750	46463.117250
2739	46466.559750	46468.115250
2740	46468.931250	46470.410250
2741	46482.573750	46483.619250
2742	46487.775750	46491.116250
2743	46495.298250	46496.675250
2744	46502.667750	46505.753250
2745	46509.119250	46510.139250
2746	46526.357250	46527.606750
2747	46528.805250	46530.029250
2748	46540.280250	46544.997750
2749	46560.246750	46562.643750
2750	46576.872750	46578.147750
2751	46578.555750	46579.856250
2752	46598.318250	46599.338250
2753	46612.725750	46614.357750
2754	46615.377750	46617.060750
2755	46638.659250	46639.679250
2756	46648.247250	46652.556750
2757	46652.939250	46655.820750
2758	46674.741750	46675.787250
2759	46723.089750	46724.135250
2760	46728.776250	46729.898250
2761	46742.979750	46748.079750
2762	46768.607250	46770.774750
2763	46794.846750	46795.866750
2764	46799.054250	46803.159750
2765	46844.546250	46845.770250
2766	46850.921250	46852.272750
2767	46855.511250	46859.667750
2768	46872.035250	46873.488750
2769	46874.661750	46875.681750
2770	46888.176750	46889.477250
2771	46893.072750	46894.296750
2772	46897.101750	46898.147250
2773	46901.462250	46902.584250
2774	46910.616750	46913.115750
2775	46914.977250	46916.328750
2776	46921.862250	46923.774750
2777	46924.310250	46925.763750
2778	46954.578750	46955.955750
2779	46964.064750	46965.594750
2780	46973.474250	46974.723750
2781	46976.151750	46977.605250
2782	46986.912750	46988.085750
2783	47022.179250	47025.366750
2784	47043.267750	47044.670250
2785	47051.402250	47052.677250
2786	47056.859250	47057.904750
2787	47074.989750	47076.060750
2788	47079.324750	47081.696250
2789	47087.102250	47088.173250
2790	47093.451750	47094.803250
2791	47103.116250	47104.136250
2792	47106.686250	47107.706250
2793	47112.984750	47114.591250
2794	47125.071750	47127.570750
2795	47132.237250	47133.282750
2796	47139.275250	47140.856250
2797	47152.178250	47153.810250
2798	47154.396750	47156.156250
2799	47173.062750	47175.026250
2800	47186.067750	47187.266250
2801	47228.321250	47229.851250
2802	47245.355250	47247.879750
2803	47315.352750	47317.392750
2804	47320.299750	47324.711250
2805	47371.707750	47372.778750
2806	47390.297250	47391.878250
2807	47404.347750	47405.418750
2808	47425.002750	47426.685750
2809	47437.089750	47439.716250
2810	47482.326750	47484.570750
2811	47535.851250	47536.947750
2812	47546.178750	47547.530250
2813	47553.140250	47554.772250
2814	47558.214750	47559.923250
2815	47596.821750	47597.841750
2816	47610.260250	47611.943250
2817	47646.623250	47648.408250
2818	47648.841750	47649.963750
2819	47651.009250	47654.502750
2820	47674.469250	47675.795250
2821	47692.625250	47693.976750
2822	47704.992750	47706.191250
2823	47707.542750	47708.766750
2824	47717.997750	47719.196250
2825	47783.175750	47784.221250
2826	47814.464250	47818.187250
2827	47834.175750	47835.348750
2828	47835.654750	47838.357750
2829	47866.535250	47867.555250
2830	47878.647750	47879.897250
2831	47896.701750	47897.798250
2832	47903.433750	47906.468250
2833	47907.819750	47909.094750
2834	47914.704750	47915.750250
2835	47928.857250	47929.877250
2836	47941.556250	47942.856750
2837	47967.081750	47968.764750
2838	47977.230750	47978.250750
2839	47978.735250	47981.208750
2840	47995.794750	47997.120750
2841	48014.486250	48017.010750
2842	48022.518750	48023.589750
2843	48029.097750	48030.296250
2844	48031.316250	48033.075750
2845	48036.161250	48037.232250
2846	48039.017250	48040.776750
2847	48093.153750	48094.734750
2848	48112.023750	48113.069250
2849	48119.087250	48120.234750
2850	48140.940750	48144.383250
2851	48194.949750	48199.106250
2852	48210.275250	48212.825250
2853	48236.667750	48237.789750
2854	48261.708750	48262.779750
2855	48266.987250	48268.568250
2856	48272.724750	48273.923250
2857	48297.842250	48299.448750
2858	48325.254750	48326.300250
2859	48327.728250	48329.003250
2860	48398.618250	48399.842250
2861	48424.118250	48425.265750
2862	48428.733750	48431.360250
2863	48435.185250	48437.607750
2864	48454.947750	48457.599750
2865	48464.969250	48465.989250
2866	48483.762750	48485.675250
2867	48500.082750	48501.408750
2868	48526.500750	48527.954250
